source,target,Genre,Track,Year,Popularity
Alexis y Fido,Zion & Lennox,hip-hop,Agárrale el Pantalón (feat. Zion & Lennox),2005,53
Alexis y Fido,Yandel,reggae,La Calle Me Llama,2006,28
Alexis y Fido,Toby Love,hip-hop,Soy Igual Que Tú (feat. Toby Love),2007,63
Alexis y Fido,Toby Love,reggae,Don't Cry (La Niña Que Soñe) (feat. Alexis & Fido) - Scarlito Remix,2007,31
Alexis y Fido,Toby Love,reggae,No Debe Tocarte (feat. Toby Love),2009,25
Alexis y Fido,Ñejo & Dalmata,reggae,Olvídate De'so (feat. Ñejo Y Dálmata),2007,27
Alexis y Fido,Yomo,hip-hop,Me Gustas Tú (feat. Yomo),2010,46
Alexis y Fido,"Franco ""El Gorilla""",hip-hop,Mala Conducta (feat. Franco El Gorila),2011,64
Alexis y Fido,Tony Dize,hip-hop,Deja Ver (feat. Tony Dize),2011,42
Alexis y Fido,Cosculluela,reggae,Blam Blam (feat. Cosculluela),2011,38
Alexis y Fido,Plan B,reggae,El Matadero,2014,49
Alexis y Fido,Maluma,reggae,Imaginate (Remix),2014,39
Alexis y Fido,Maluma,reggae,Una Aventura (feat. Alexis & Fido),2015,48
Alexis y Fido,"Gotay ""El Autentiko""",reggae,Problematico,2014,29
Alexis y Fido,Jowell & Randy,reggae,Bad Boys (feat. Alexis & Fido),2016,33
Linkin Park,Steve Aoki,rap,A LIGHT THAT NEVER COMES,2013,64
David Guetta,Kid Cudi,pop,Memories (feat. Kid Cudi),2009,71
David Guetta,Akon,pop,Sexy Bitch (feat. Akon),2009,67
David Guetta,Akon,pop,Sexy Chick (feat. Akon),2010,60
David Guetta,Akon,pop,Crank It Up (feat. Akon),2011,44
David Guetta,Flo Rida,pop,Club Can't Handle Me (feat. David Guetta),2010,77
David Guetta,Rihanna,dance,Who's That Chick ? (feat. Rihanna) - Single Version,2010,43
David Guetta,Rihanna,pop,Right Now,2012,55
David Guetta,Sia,pop,Titanium (feat. Sia),2011,69
David Guetta,Sia,pop,She Wolf (Falling to Pieces) [feat. Sia],2011,55
David Guetta,Nicki Minaj,pop,Turn Me On (feat. Nicki Minaj),2011,58
David Guetta,Avicii,pop,Sunshine,2011,47
David Guetta,Jennifer Hudson,dance,Night of Your Life (feat. Jennifer Hudson),2011,38
David Guetta,Alesso,dance,Titanium (feat. Sia) - Alesso Remix,2012,41
David Guetta,R3HAB,dance,Play Hard (feat. Ne-Yo & Akon) - R3hab Remix,2013,38
David Guetta,Justin Bieber,pop,2U,2017,65
David Guetta,Bruno Mars,dance,Versace on the Floor (Bruno Mars vs. David Guetta),2017,66
Baby Bash,Akon,pop,"Baby, I'm Back",2004,43
Baby Bash,T-Pain,pop,Cyclone (feat. T-Pain) - Main,2007,66
Baby Bash,T-Pain,pop,Cyclone (feat. T-Pain),2007,60
Baby Bash,T-Pain,hip-hop,Cyclone,2008,30
Benny Benassi,The Biz,pop,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,2003,70
Benny Benassi,The Biz,pop,Satisfaction - Radio Edit,2003,42
Benny Benassi,The Biz,dance,Love is Gonna Save Us (Original) - Benny Benassi Presents The Biz,2003,44
Benny Benassi,The Biz,dance,Satisfaction - Isak Original Mix,2003,28
Benny Benassi,The Biz,dance,Able To Love (Original) - Benny Benassi Presents The Biz,2003,37
Benny Benassi,The Biz,dance,Put Your Hands Up (Original) - Benny Benassi Presents The Biz,2003,35
Benny Benassi,The Biz,dance,Inside of Me (Original) - Benny Benassi Presents The Biz,2003,35
Benny Benassi,The Biz,dance,No Matter What You Do (Original) - Benny Benassi Presents The Biz,2003,38
Benny Benassi,The Biz,dance,Time (Original) - Benny Benassi Presents The Biz,2003,33
Benny Benassi,The Biz,dance,Change Style (Original) - Benny Benassi Presents The Biz,2003,30
Benny Benassi,The Biz,dance,Get Loose (Original) - Benny Benassi Presents The Biz,2003,28
Benny Benassi,The Biz,dance,Don't Touch Too Much (Original) - Benny Benassi Presents The Biz,2003,28
Benny Benassi,The Biz,dance,I'm Sorry (Original) - Benny Benassi Presents The Biz,2003,28
Benny Benassi,The Biz,dance,I Wanna Touch Your Soul (Original) - Benny Benassi Presents The Biz,2003,29
Benny Benassi,The Biz,dance,I Love My Sex,2004,35
Benny Benassi,The Biz,dance,Satisfaction,2004,22
Benny Benassi,Chris Brown,pop,Beautiful People,2011,62
Benny Benassi,Chris Brown,dance,Paradise - Radio Edit,2016,41
Swizz Beatz,Meek Mill,hip-hop,Classic (feat. Swizz Beatz),2015,44
Young Buck,Lloyd Banks,hip-hop,Work Magic,2004,39
Young Buck,Lil Scrappy,pop,Money in the Bank (feat. Young Buck) - Remix,2006,54
Young Buck,Lil Scrappy,pop,Money in the Bank (feat. Young Buck),2006,46
Young Buck,Ky-Mani Marley,hip-hop,Puff Puff Pass,2006,38
Young Buck,Lyfe Jennings,hip-hop,Buck The World,2007,29
Trebol Clan,J Alvarez,reggae,Pa' los Moteles,2013,27
Trebol Clan,J Alvarez,reggae,Reconciliacion (Remix) [feat. J Alvarez],2013,25
Trebol Clan,Ken-Y,reggae,Por Que Lloras (feat. Ken Y),2014,39
Trebol Clan,Ken-Y,reggae,Porque Lloras,2015,32
Kaskade,deadmau5,pop,I Remember,2008,55
Kaskade,deadmau5,pop,I Remember - Vocal Mix,2008,47
Kaskade,deadmau5,dance,I Remember - Radio Edit,2009,38
Kaskade,Skrillex,dance,Lick It,2011,33
Mark Ronson,Amy Winehouse,pop,Valerie (feat. Amy Winehouse) - Version Revisited,2007,74
Mark Ronson,Amy Winehouse,soul,Valerie - Version Revisited,2007,32
Mark Ronson,Bruno Mars,pop,Uptown Funk (feat. Bruno Mars),2015,84
Mark Ronson,Bruno Mars,soul,Uptown Funk (feat. Bruno Mars) - Will Sparks Remix,2015,60
Mark Ronson,Bruno Mars,soul,Uptown Funk (feat. Bruno Mars) - Dave Audé Remix,2015,40
Mark Ronson,Bruno Mars,soul,Uptown Funk (feat. Bruno Mars) - Wideboys VIP Remix,2015,35
Mark Ronson,Bruno Mars,soul,Uptown Funk (feat. Bruno Mars) - Radio Edit,2016,46
Mark Ronson,Bruno Mars,pop,Uptown Funk,2017,37
Lloyd Banks,The Game,hip-hop,When The Chips Are Down,2004,36
Lloyd Banks,Keri Hilson,hip-hop,Help,2006,39
Lloyd Banks,Jeremih,hip-hop,I Don't Deserve You,2010,40
Slightly Stoopid,Stick Figure,reggae,Choice Is Yours (with Slightly Stoopid),2015,60
Slightly Stoopid,Stick Figure,reggae,Choice is Yours (feat. Slightly Stoopid),2015,29
Yandel,Tego Calderon,hip-hop,La Calle Me Lo Pidio,2003,53
Yandel,Tego Calderon,hip-hop,Cuando Baila Reggaeton,2006,57
Yandel,Tego Calderon,reggae,Yo Soy del Barrio (feat. Tego Calderón),2015,38
Yandel,Wisin,hip-hop,Llamé Pa' Verte,2006,50
Yandel,Wisin,hip-hop,Como Antes (feat. Wisin),2017,67
Yandel,Tony Dize,hip-hop,Permitame,2008,70
Yandel,Tony Dize,reggae,Prometo Olvidarte - Remix,2015,37
Yandel,"Franco ""El Gorilla""",reggae,Vamos A Hacerlo,2008,32
Yandel,"Franco ""El Gorilla""",hip-hop,Sexo Seguro,2009,58
Yandel,"Franco ""El Gorilla""",hip-hop,Vamos Hacerlo,2009,52
Yandel,"Franco ""El Gorilla""",reggae,Mi Música Buena (feat. Yandel),2011,37
Yandel,Plan B,reggae,Pa'l Piso,2014,39
Yandel,Plan B,reggae,Si Se Da (feat. Plan B),2017,48
Yandel,French Montana,reggae,Déjame Explorar (feat. French Montana),2015,36
Yandel,De La Ghetto,reggae,Riversa (feat. De La Ghetto),2015,29
Yandel,Maluma,reggae,El Perdedor (feat. Yandel) - The Remix,2016,54
Yandel,Maluma,hip-hop,Sólo Mía (feat. Maluma),2017,60
Yandel,J Balvin,reggae,Acércate,2016,44
Yandel,J Balvin,reggae,Muy Personal (feat. J Balvin),2017,56
Yandel,Bad Bunny,hip-hop,Explícale (feat. Bad Bunny),2017,69
Yandel,Farruko,reggae,Despacio,2017,52
Yandel,Ozuna,reggae,No Quiero Amores (feat. Ozuna),2017,54
Yandel,Ozuna,reggae,Dile Que Tu Me Quieres - Remix,2017,48
Yandel,Zion & Lennox,reggae,Llégale (feat. Zion & Lennox),2017,44
Yandel,Becky G,reggae,Todo Lo Que Quiero (feat. Becky G),2017,40
Tego Calderon,Voltio,reggae,Pa Que Se Activen,2003,27
Tego Calderon,Voltio,hip-hop,Julito Maraña,2014,55
Tego Calderon,Voltio,reggae,Se Van,2014,39
Tego Calderon,Cartel De Santa,hip-hop,Conexión Puerto Rico (feat. Tego Calderón),2004,48
Tego Calderon,Ñejo,hip-hop,No Quiere Novio (feat. Tego Calderón),2005,48
Tego Calderon,Calle 13,hip-hop,Sin Exagerar (feat. Tego Calderón),2007,35
Tego Calderon,Plan B,hip-hop,Pegaito a la Pared (feat. Plan B) - Remix,2009,57
Tego Calderon,Arcangel,reggae,Hablan De Mi,2012,38
Tego Calderon,Ñengo Flow,reggae,Original G's,2012,32
Tego Calderon,J Alvarez,reggae,Quiero Hacertelo,2015,30
Tego Calderon,Jowell & Randy,reggae,Un Poquito Na Mas (feat. Tego Calderón),2016,34
Zion & Lennox,"Tito ""El Bambino""",pop,Mi Cama Huele a Ti,2009,66
Zion & Lennox,"Tito ""El Bambino""",reggae,Como Antes,2015,32
Zion & Lennox,Tony Dize,hip-hop,Hoy Lo Siento,2010,42
Zion & Lennox,Cosculluela,hip-hop,Te Deseo el Mal,2010,51
Zion & Lennox,Plan B,reggae,Dame una Noche,2014,37
Zion & Lennox,Plan B,reggae,La niña (feat. Plan B),2016,47
Zion & Lennox,Juan Magán,reggae,Falling In Love,2015,45
Zion & Lennox,J Balvin,hip-hop,Otra vez (feat. J Balvin),2016,75
Zion & Lennox,Maluma,reggae,Nuestro amor (feat. Maluma),2016,48
Zion & Lennox,Farruko,reggae,Qué bien se siente (feat. Farruko),2016,47
Zion & Lennox,Ozuna,reggae,Egoísta,2017,62
Zion & Lennox,Wisin,reggae,Prohibida (feat. Zion & Lennox),2017,43
Lil Wyte,Jelly Roll,hip-hop,Pop Another Pill,2009,33
Lil Wyte,Jelly Roll,pop,Band Plays On,2013,63
Lil Wyte,Jelly Roll,hip-hop,Break the Knob Off,2013,38
Lil Wyte,Jelly Roll,hip-hop,Smoke Beer,2013,36
Lil Wyte,Jelly Roll,country,All We Do (Get Fucked Up),2013,32
Lil Wyte,Jelly Roll,country,Our Love Song,2013,32
Lil Wyte,Jelly Roll,country,Shake n Bake,2013,30
Lil Wyte,Jelly Roll,country,Ball Baby Ball,2013,29
Lil Wyte,Jelly Roll,country,Pimpin',2013,29
Lil Wyte,Jelly Roll,country,We're Back,2013,28
Lil Wyte,Jelly Roll,hip-hop,Demons,2016,54
Lil Wyte,Jelly Roll,country,Pain,2016,35
Lil Wyte,Jelly Roll,country,Tennessee Rap,2016,33
Lil Wyte,Jelly Roll,country,Wassup,2016,33
Jeezy,Bun B,hip-hop,Trap or Die,2003,30
Jeezy,Bun B,pop,Trap Or Die,2005,46
Jeezy,Akon,pop,Soul Survivor,2005,68
Jeezy,Akon,hip-hop,Soul Survivor - Album Version (Edited),2005,36
Jeezy,Akon,hip-hop,Been Getting Money,2014,36
Jeezy,Jennifer Hudson,soul,Spotlight Pt. 2 (feat. Jeezy),2008,24
Jeezy,Trey Songz,hip-hop,Takin' It There,2008,39
Jeezy,The-Dream,hip-hop,I Luv Your Girl - Remix (Explicit),2008,36
Jeezy,Rihanna,pop,Hard,2009,58
Jeezy,Drake,pop,Unforgettable,2010,52
Jeezy,Ne-Yo,pop,Leave You Alone,2011,58
Jeezy,Plies,pop,Lose My Mind,2011,57
Jeezy,2 Chainz,pop,SupaFreak,2011,50
Jeezy,2 Chainz,pop,R.I.P.,2013,56
Jeezy,Future,pop,Way Too Gone,2011,47
Jeezy,Gucci Mane,hip-hop,Icy - Remix,2011,33
Jeezy,Freddie Gibbs,hip-hop,.38,2011,33
Jeezy,Wiz Khalifa,hip-hop,Homicide,2011,31
Jeezy,Machine Gun Kelly,pop,Hold On (Shut Up),2012,49
Jeezy,Chief Keef,hip-hop,Understand Me,2012,43
Jeezy,Ty Dolla $ign,soul,My Cabana (feat. Young Jeezy),2013,23
Bun B,Paul Wall,hip-hop,They Don't Know (feat. Bun B),2005,31
Bun B,Chamillionaire,hip-hop,Picture Perfect,2005,30
Bun B,Chamillionaire,hip-hop,Pimp Mode,2007,29
Bun B,Yelawolf,hip-hop,Good To Go,2010,42
Bun B,Mike Posner,dance,High Like Me,2011,32
Tony Dize,Wisin,reggae,Siente el Calor,2004,28
Tony Dize,Wisin,reggae,No Se,2004,28
Tony Dize,Wisin,reggae,Ella Me Llama Tarde,2009,20
Tony Dize,Wisin,reggae,Dime Qué Sucedió (feat. Tony Dize),2015,35
Tony Dize,"Franco ""El Gorilla""",reggae,La Noche Esta Pa' Jangueo,2006,38
Tony Dize,"Franco ""El Gorilla""",reggae,Ella Es Agresiva,2009,39
Tony Dize,Ken-Y,hip-hop,Quizas - Remix,2007,66
Tony Dize,Plan B,hip-hop,Solos,2009,53
Tony Dize,R.K.M & Ken-Y,hip-hop,Doctorado - Remix,2011,35
Tony Dize,Farruko,reggae,Si No Te Tengo,2015,39
Tony Dize,Natti Natasha,reggae,Te Faltó el Valor,2015,35
Tony Dize,Arcangel,reggae,Hasta Verla Sin Ná,2015,35
Tony Dize,Los De La Nazza,reggae,Imaginate (feat. Tony Dize),2015,34
Tony Dize,Ñejo & Dalmata,reggae,Maniatica,2016,41
Tony Dize,Ñengo Flow,reggae,Se Transforma (feat. Tony Dize),2017,37
Brad Paisley,Carrie Underwood,country,Oh Love (feat. Carrie Underwood),2007,30
Brad Paisley,Carrie Underwood,country,Remind Me (with Carrie Underwood),2011,63
Brad Paisley,Carrie Underwood,country,Remind Me - duet with Brad Paisley,2014,42
Brad Paisley,Blake Shelton,country,Don't Drink the Water (feat. Blake Shelton),2011,38
Brad Paisley,Colt Ford,country,River Bank (Remix with Colt Ford) (with Colt Ford),2014,36
Brad Paisley,Demi Lovato,country,Without a Fight (feat. Demi Lovato),2016,47
"Tito ""El Bambino""",R.K.M & Ken-Y,hip-hop,Fans,2007,44
"Tito ""El Bambino""",Toby Love,reggae,La Busco,2007,37
"Tito ""El Bambino""",Plan B,reggae,Agarrala,2009,23
"Tito ""El Bambino""",Plan B,reggae,La Nena de Papa,2010,53
"Tito ""El Bambino""",Plan B,reggae,Agárrala (feat. Plan B),2015,33
"Tito ""El Bambino""",Cosculluela,reggae,Gatilleros,2015,28
Ñejo,De La Ghetto,reggae,Mamisonga,2014,51
Ñejo,"Gotay ""El Autentiko""",reggae,Esta Cabron,2015,46
Ñejo,Kendo Kaponi,reggae,No Te Enamores,2017,55
Voltio,Calle 13,hip-hop,Chulin Culin Chunfly (feat. Residente Calle 13),2005,41
Voltio,Calle 13,hip-hop,Chulin Culin Chunfly,2014,56
Voltio,Ñengo Flow,reggae,Guerrilla,2005,28
Voltio,Ñengo Flow,reggae,Mi Calle y Mi Ranking,2012,35
Voltio,Akon,reggae,Locked Up,2014,30
Chris Brown,T-Pain,pop,Kiss Kiss (feat. T-Pain),2007,71
Chris Brown,T-Pain,hip-hop,Freeze (feat. Chris Brown),2008,35
Chris Brown,T-Pain,pop,Best Love Song (feat. Chris Brown),2011,55
Chris Brown,The Game,rap,Nice (feat. The Game),2007,36
Chris Brown,The Game,hip-hop,Pot Of Gold,2011,50
Chris Brown,Plies,rap,What I Do (feat. Plies),2009,35
Chris Brown,Keri Hilson,pop,One Night Stand,2010,43
Chris Brown,Justin Bieber,pop,Next To You (feat. Justin Bieber),2011,72
Chris Brown,Big Sean,pop,My Last,2011,60
Chris Brown,Nicki Minaj,pop,Right By My Side,2011,43
Chris Brown,Nicki Minaj,pop,Love More (feat. Nicki Minaj),2014,62
Chris Brown,Wiz Khalifa,rap,Bomb (feat. Wiz Khalifa),2011,40
Chris Brown,Rihanna,pop,Nobody's Business,2012,47
Chris Brown,B.o.B,hip-hop,Throwback (feat. Chris Brown),2013,39
Chris Brown,Tyga,hip-hop,For The Road,2013,37
Chris Brown,Tyga,pop,Ayo,2015,74
Chris Brown,Tyga,rap,Remember Me,2015,49
Chris Brown,Tyga,dance,She Goin' Up,2015,49
Chris Brown,Tyga,dance,Girl You Loud,2015,47
Chris Brown,Afrojack,dance,As Your Friend,2013,47
Chris Brown,Kid Ink,pop,Show Me (feat. Chris Brown),2014,72
Chris Brown,Kid Ink,pop,Main Chick (feat. Chris Brown),2014,63
Chris Brown,Kid Ink,hip-hop,Hotel (feat. Chris Brown),2015,47
Chris Brown,Jhené Aiko,pop,Drunk Texting (feat. Jhené Aiko),2014,62
Chris Brown,Jhené Aiko,dance,Hello Ego,2017,54
Chris Brown,Akon,rap,Came To Do (feat. Akon),2014,57
Chris Brown,Kendrick Lamar,rap,Autumn Leaves (feat. Kendrick Lamar),2014,55
Chris Brown,Trey Songz,rap,Songs On 12 Play (feat. Trey Songz),2014,49
Chris Brown,Flo Rida,hip-hop,Here It Is (feat. Chris Brown),2015,53
Chris Brown,Future,rap,U Did It (feat. Future),2015,46
Chris Brown,Future,hip-hop,PIE (feat. Chris Brown),2017,58
Chris Brown,Gucci Mane,hip-hop,Tone It Down (feat. Chris Brown),2017,53
Chris Brown,Konshens,reggae,Bruk Off Yuh Back,2017,42
Lloyd,Drake,pop,A Night Off (feat. Lloyd),2009,50
Lloyd,The Game,hip-hop,Hello,2011,38
Lloyd,Curren$y,hip-hop,How High (feat. Lloyd),2015,47
Bobby V.,Yung Joc,pop,Beep,2009,41
Bobby V.,Chamillionaire,hip-hop,I'm So Gone (Patron),2009,33
Fantasia,Lyfe Jennings,soul,Hypothetically (feat. Fantasia) - Single featuring Fantasia,2005,33
Fantasia,Jennifer Hudson,soul,I'm His Only Woman (feat. Fantasia),2008,33
Akon,T-Pain,hip-hop,You Got Me (feat. Akon),2005,34
Akon,T-Pain,dance,Ur Not The Same (feat. Akon),2005,31
Akon,T-Pain,pop,Bartender (feat. Akon),2007,58
Akon,T-Pain,dance,Holla Holla,2008,41
Akon,Kardinal Offishall,dance,Belly Dancer (Bananza) - Remix,2005,26
Akon,Kardinal Offishall,dance,Rush,2006,33
Akon,Kardinal Offishall,pop,Dangerous,2008,83
Akon,Kardinal Offishall,hip-hop,Dangerous - Album Version (Edited),2008,31
Akon,Kardinal Offishall,hip-hop,Dangerous - Main (Explicit Version),2008,34
Akon,Kardinal Offishall,hip-hop,BodyBounce (feat. Akon),2011,47
Akon,India.Arie,soul,I Am Not My Hair - Featuring Akon,2006,43
Akon,Chamillionaire,rap,Ridin Overseas (feat. Akon),2006,36
Akon,Plies,pop,Hypnotized (feat. Akon),2007,71
Akon,Plies,hip-hop,Hypnotized,2008,40
Akon,Zion,hip-hop,The Way She Moves,2007,47
Akon,Flo Rida,pop,Who Dat Girl (feat. Akon),2010,61
Akon,The Lonely Island,pop,I Just Had Sex,2011,67
Akon,Wiz Khalifa,hip-hop,Let It Go (feat. Akon),2012,46
Akon,DJ Khaled,hip-hop,Cocaine Cowboy,2012,38
Akon,Snoop Lion,reggae,Tired of Running (feat. Akon),2013,41
Akon,Kid Ink,hip-hop,Rewind (feat. Akon) (feat. Akon),2015,51
Akon,Robin Schulz,dance,Heatwave (feat. Akon),2015,60
Akon,Bob Sinclar,disco,Til the Sun Rise Up (feat. Akon),2017,49
The Game,Keyshia Cole,hip-hop,Game's Pain,2008,46
The Game,Ne-Yo,hip-hop,Gentleman's Affair,2008,35
The Game,Kendrick Lamar,pop,The City,2011,51
The Game,Kendrick Lamar,hip-hop,On Me (feat. Kendrick Lamar),2016,45
The Game,Drake,hip-hop,Good Girls Go Bad,2011,45
The Game,Drake,pop,100 (feat. Drake),2016,61
The Game,Meek Mill,hip-hop,Scared Now,2012,41
The Game,Tyga,pop,Switch Lanes,2013,64
The Game,Nipsey Hussle,pop,They Roll (feat. the Game),2013,53
The Game,Skrillex,pop,The Game & Skrillex: El Chapo,2015,66
The Game,Jeremih,pop,All Eyez (feat. Jeremih),2016,59
Wisin,"Franco ""El Gorilla""",reggae,Restralla,2005,32
Wisin,"Franco ""El Gorilla""",hip-hop,Me Estoy Muriendo,2009,51
Wisin,Jory Boy,reggae,Claro (feat. Jory),2014,29
Wisin,Cosculluela,reggae,Presión (feat. Cosculluela),2014,27
Wisin,Zion,reggae,Tu Cuerpo Pide Sexo (feat. Zion),2014,29
Wisin,Plan B,reggae,Piquete (feat. Plan B),2015,44
Wisin,Farruko,reggae,Poder (feat. Farruko),2015,39
Wisin,J Alvarez,reggae,Ahí Es Que Es (feat. J Alvarez),2015,35
Wisin,Ozuna,hip-hop,Escápate Conmigo (feat. Ozuna),2017,75
Wisin,Ozuna,reggae,Quisiera Alejarme (feat. Ozuna),2017,54
Zion,Jowell & Randy,hip-hop,Cuarta Nivel,2007,43
Zion,De La Ghetto,reggae,Your Body,2007,30
Keri Hilson,Kardinal Offishall,hip-hop,Numba 1 (Tide Is High),2008,34
Keri Hilson,Plies,hip-hop,Medicine (feat. Keri Hilson),2010,38
Keri Hilson,J. Cole,dance,Buyou,2010,41
Bob Sinclar,Avicii,disco,New New New - Avicii Meets Yellow Remix,2009,40
Sia,Flo Rida,pop,Wild Ones (feat. Sia),2011,57
Sia,Kendrick Lamar,pop,The Greatest (feat. Kendrick Lamar),2016,73
Sia,Alan Walker,dance,Move Your Body - Alan Walker Remix,2016,68
Ziggy Marley,Florida Georgia Line,rock,Life Is A Honeymoon,2016,49
Diplo,Tiësto,dance,C'mon,2011,47
Diplo,Tiësto,dance,C'mon (Original Mix),2011,44
Diplo,Lil Yachty,hip-hop,Forever Young,2017,60
T-Pain,Plies,pop,Shawty (feat. T Pain),2007,67
T-Pain,Plies,hip-hop,Shawty (feat. T-Pain),2007,32
T-Pain,Yung Joc,pop,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2007,64
T-Pain,Flo Rida,pop,Low (feat. T-Pain),2008,82
T-Pain,Flo Rida,hip-hop,Low,2008,35
T-Pain,Jennifer Hudson,soul,What's Wrong (Go Away) (feat. T-Pain),2008,23
T-Pain,The Lonely Island,pop,I'm On A Boat,2009,61
T-Pain,Ne-Yo,hip-hop,Turn All the Lights On (feat. Ne-Yo),2011,55
T-Pain,B.o.B,pop,Up Down (Do This All Day) (feat. B.o.B),2013,77
T-Pain,Tech N9ne,pop,B.I.T.C.H. (feat. T-Pain),2013,54
T-Pain,Tech N9ne,hip-hop,B.I.T.C.H. (featuring T-Pain),2013,40
T-Pain,Lil Yachty,pop,Dan Bilzerian (feat. Lil Yachty),2016,62
T-Pain,Classixx,disco,Whatever I Want (feat. T-Pain),2016,26
Chamillionaire,Paul Wall,hip-hop,True - Feat. Lil' Flip,2005,43
Chamillionaire,Nipsey Hussle,hip-hop,When Ya on (feat. Nipsey Hussle),2011,45
Paul Wall,Trey Songz,hip-hop,Ridin' Dirty (feat. Trey Songz),2005,30
Paul Wall,Collie Buddz,reggae,What A Feeling (feat. Paul Wall),2007,44
Birdman,Flo Rida,hip-hop,Priceless (feat. Birdman),2008,33
Birdman,Drake,pop,We'll Be Fine,2011,59
Birdman,Gucci Mane,hip-hop,Mouth Full of Golds (feat. Birdman),2011,37
Birdman,Young Thug,hip-hop,Constantly Hating (feat. Birdman),2015,50
Birdman,Young Thug,hip-hop,Knocked Off (feat. Birdman),2015,44
Rihanna,Vybz Kartel,rap,"You Don't Love Me (No, No, No)",2005,44
Rihanna,Kardinal Offishall,dance,Rush,2005,33
Rihanna,Kardinal Offishall,hip-hop,Numba 1 (Tide Is High),2008,43
Rihanna,Ne-Yo,pop,Hate That I Love You,2007,56
Rihanna,The-Dream,hip-hop,Livin' A Lie,2007,33
Rihanna,Drake,pop,What's My Name?,2010,69
Rihanna,Drake,pop,Take Care,2011,74
Rihanna,Drake,pop,Work,2016,78
Rihanna,Drake,pop,Too Good,2016,74
Rihanna,Nicki Minaj,pop,Fly,2010,65
Rihanna,Nicki Minaj,pop,Raining Men,2010,46
Rihanna,Calvin Harris,pop,We Found Love,2011,77
Rihanna,Calvin Harris,pop,This Is What You Came For (feat. Rihanna),2016,81
Rihanna,Calvin Harris,pop,This Is What You Came For,2017,26
Rihanna,The Lonely Island,rap,Shy Ronnie 2: Ronnie & Clyde,2011,50
Rihanna,Future,pop,Loveeeeeee Song,2012,66
Rihanna,Future,hip-hop,Selfish (feat. Rihanna),2017,63
Rihanna,SZA,pop,Consideration,2016,69
Rihanna,Kendrick Lamar,hip-hop,LOYALTY. FEAT. RIHANNA.,2017,73
Trey Songz,Drake,pop,I Invented Sex (feat. Drake),2009,58
Trey Songz,Drake,pop,Unusual (feat. Drake),2010,45
Trey Songz,Nicki Minaj,pop,Bottoms Up (feat. Nicki Minaj),2010,74
Trey Songz,Nicki Minaj,dance,"Touchin, Lovin (feat. Nicki Minaj)",2014,37
Trey Songz,Gucci Mane,pop,Beat It Up (feat. Trey Songz),2010,45
Trey Songz,Lupe Fiasco,pop,Out of My Head (feat. Trey Songz),2011,50
Trey Songz,J. Cole,hip-hop,Can't Get Enough,2011,68
Trey Songz,Waka Flocka Flame,hip-hop,I Don't Really Care (feat. Trey Songz),2012,45
Trey Songz,B.o.B,hip-hop,Castles (feat. Trey Songz),2012,38
Trey Songz,B.o.B,hip-hop,Not for Long (feat. Trey Songz),2014,46
Trey Songz,Ty Dolla $ign,soul,Know Ya (feat. Trey Songz),2015,44
Trey Songz,Ty Dolla $ign,dance,Dead Wrong (feat. Ty Dolla $ign),2015,46
Trey Songz,Ty Dolla $ign,dance,Loving You (feat. Ty Dolla $ign),2015,48
Trey Songz,Justin Bieber,dance,Foreign Remix (feat. Justin Bieber),2015,48
Robin Thicke,Nicki Minaj,soul,Shakin' It 4 Daddy,2009,34
Robin Thicke,Nicki Minaj,soul,Back Together,2015,45
Robin Thicke,Estelle,soul,Rollacoasta,2009,26
Robin Thicke,Kendrick Lamar,soul,Give It 2 U,2013,42
Adam Levine,K'NAAN,reggae,Bang Bang,2009,49
Adam Levine,K'NAAN,reggae,Bang Bang - New Version,2009,31
Adam Levine,The Lonely Island,rap,I’m So Humble,2016,55
John Legend,Estelle,pop,No Other Love (feat. Estelle),2008,50
John Legend,Estelle,soul,You Are,2008,34
John Legend,Estelle,soul,Fall in Love,2010,21
John Legend,Lupe Fiasco,hip-hop,Never Forget You (feat. John Legend),2011,42
John Legend,Big Sean,hip-hop,Memories (Part II),2011,39
John Legend,R3HAB,soul,You & I (Nobody in the World) - R3hab Remix - Radio Edit,2014,36
John Legend,Chance the Rapper,soul,Penthouse Floor (feat. Chance the Rapper),2016,52
John Legend,Kygo,dance,Happy Birthday (feat. John Legend),2016,59
John Legend,Ariana Grande,pop,Beauty and the Beast,2017,67
Gucci Mane,Plies,pop,Wasted (feat. Plies),2009,53
Gucci Mane,Keyshia Cole,hip-hop,Bad Bad Bad (feat. Keyshia Cole),2009,28
Gucci Mane,Yelawolf,pop,I Just Wanna Party,2010,51
Gucci Mane,Waka Flocka Flame,pop,15th and the 1st (feat. YG Hootie),2011,53
Gucci Mane,Future,hip-hop,Fuck the World,2012,36
Gucci Mane,Future,hip-hop,Confused,2013,43
Gucci Mane,Meek Mill,hip-hop,Get Money Ni**a,2012,33
Gucci Mane,Wiz Khalifa,hip-hop,Nuthin On Ya,2013,49
Gucci Mane,Rich Homie Quan,hip-hop,I Heard,2013,42
Gucci Mane,2 Chainz,hip-hop,Use Me,2013,36
Gucci Mane,Chief Keef,pop,Semi On Em,2014,65
Gucci Mane,Chief Keef,hip-hop,Banger,2014,39
Gucci Mane,Gorilla Zoe,hip-hop,Hell Of A Life (feat. Gucci Mane),2015,45
